acousticness,danceability,duration_ms,energy,instrumentalness,keis,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_title,artist,Hit
0.872,0.465,219040,0.395,0,10,0.192,-4.956,1,0.0322,139.169,4,0.252,Stupid Boy,cassadee pope,1
0.118,0.68,247040,0.659,0,0,0.107,-6.855,1,0.211,91.259,4,0.411,Hotel,cassidy,1
0.352,0.803,192213,0.454,0,8,0.0655,-4.802,0,0.0294,99.99,4,0.739,Me & U,cassie,1
0.00176,0.819,231747,0.777,0.0931,8,0.0627,-7.734,0,0.0614,104.651,4,0.769,See Me Now,Cassius,0
0.498,0.331,255173,0.427,0,3,0.108,-7.431,1,0.0302,157.938,3,0.129,Oh My Soul,Casting Crowns,0
0.266,0.626,233760,0.601,0.00405,2,0.112,-6.4,1,0.0309,120.046,4,0.187,Automatic,Castro,0
0.00919,0.45,201602,0.782,0.101,11,0.123,-6.769,1,0.0364,173.954,4,0.209,Unbound,Cathedrals,0
0.0564,0.607,248000,0.435,0.0178,6,0.171,-6.604,0,0.0475,120.045,4,0.255,Want My Love,Cathedrals,0
0.359,0.7,218733,0.986,0.0221,0,0.963,-4.403,1,0.0573,123.033,4,0.64,High School Lover,Cayucas,0
0.158,0.633,155963,0.964,0.0159,2,0.204,-3.573,1,0.0298,124.022,4,0.111,Touch The Sky,Cedric Gervais,0
0.161,0.695,223694,0.867,0,0,0.133,-3.972,1,0.0627,127.428,4,0.762,F**k You (Forget You),cee lo green,1
0.0296,0.907,849960,0.643,0.0265,1,0.105,-8.657,0,0.0549,124.909,4,0.363,Music Is the Answer - Original Extended 12-Inch Mix,Celeda,0
0.136,0.508,241507,0.874,0,4,0.129,-5.3,1,0.0738,186.045,4,0.616,That's The Way It Is,celine dion,1
0.0194,0.896,474040,0.482,0.033,0,0.0273,-8.35,1,0.127,112,4,0.847,Walking Into Sunshine,Central Line,0
0.00236,0.733,232375,0.87,0.00102,0,0.327,-6.199,1,0.0624,118.449,4,0.657,Freak Connection - Edit,Cerrone,0
0.000173,0.641,262000,0.954,0.425,5,0.0535,-6.765,0,0.0589,122.79,4,0.827,Supernature - Edit,Cerrone,0
0.00791,0.533,186813,0.967,0,1,0.336,-2.543,1,0.0995,142.018,4,0.782,Hero,chad kroeger,1
0.197,0.794,281773,0.891,9.04E-05,1,0.136,-6.918,1,0.0439,104.315,4,0.813,Ain't Nobody,Chaka Khan,0
0.141,0.677,244062,0.911,0,8,0.0582,-3.158,0,0.22,143.047,4,0.85,Ridin',chamillionaire,1
0.156,0.652,304607,0.795,0,11,0.123,-5.192,0,0.174,135.018,4,0.788,No Problem,chance the rapper,1
0.268,0.562,235947,0.659,0,10,0.133,-5.234,1,0.0824,87.539,4,0.246,Pyramid (feat. Iyaz),Charice,0
0.441,0.532,239760,0.61,0,9,0.0746,-4.617,1,0.0411,119.999,4,0.0691,Note To God,charice,1
0.957,0.356,342373,0.0937,0.096,8,0.209,-16.64,0,0.0353,86.669,3,0.259,Goodbye Pork Pie Hat,Charles Mingus,0
0.154,0.659,169866,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,0.576,Boom Clap,charli xcx,1
0.00011,0.742,449499,0.965,0.607,1,0.0703,-8.291,0,0.0538,123.04,4,0.391,Spacer Woman - Vocal,Charlie,0
0.0969,0.774,211475,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.758,Attention,Charlie Puth,0
0.0969,0.774,211475,0.626,3.12E-05,3,-4.432,0.0848,0,0.0432,100.041,4,0.777,Attention,Charlie Puth,1
0.189,0.849,198237,0.581,3.61E-06,1,0.0805,-5.243,0,0.0767,110.008,4,0.779,How Long,charlie puth,1
0.189,0.849,198237,0.581,3.61E-06,1,0.0805,-5.243,0,0.0767,110.008,4,0.779,How Long,charlie puth,1
0.0969,0.774,211475,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777,Attention,charlie puth,1
0.0969,0.774,211475,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777,Attention,charlie puth,1
0.417,0.665,192075,0.62,0,1,0.113,-5.43,1,0.035,91.008,4,0.451,One Call Away,charlie puth,1
0.211,0.845,200853,0.561,3.49E-06,1,0.0383,-5.253,0,0.0778,109.974,4,0.811,How Long,Charlie Puth,1
0.109,0.775,208787,0.613,2.33E-05,3,0.134,-4.586,0,0.0542,100.066,4,0.797,Attention,Charlie Puth,1
0.621,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,0.352,We Don't Talk Anymore,charlie puth,1
0.151,0.528,251067,0.842,3.00E-05,11,0.117,-6.217,1,0.0411,83.948,4,0.797,Cut Your Groove,Charlie Worsham,0
0.432,0.744,232611,0.685,0,7,0.319,-8.332,1,0.34,87.675,4,0.56,Do You Like It? (Feat. Kool A.D),Chaz Van Queen,0
0.0575,0.741,223504,0.667,0,10,0.106,-5.445,1,0.134,112.956,4,0.609,No Promises (feat. Demi Lovato),Cheat Codes,0
0.0575,0.741,223504,0.667,0,10,-5.445,0.106,1,0.134,112.956,4,0.595,No Promises (feat. Demi Lovato),Cheat Codes,1
0.0572,0.739,222787,0.619,0,10,0.105,-6.669,1,0.162,112.961,4,0.58,No Promises,cheat codes,1
0.00192,0.482,198947,0.968,0.000454,6,0.108,-4.395,1,0.149,114.001,4,0.245,American Dream,Chelsea Grin,0
0.00754,0.653,238693,0.933,0,6,0.0574,-6.041,1,0.0522,132.965,4,0.413,Believe,Cher,0
0.00798,0.826,226293,0.67,0,2,0.495,-5.559,1,0.169,74.007,4,0.794,Do It To It,cherish,1
0.00189,0.554,252140,0.749,0.39,10,0.124,-7.365,1,0.0266,168.045,4,0.824,Had Ten Dollaz,Cherry Glazerr,0
0.314,0.713,195429,0.611,0,1,0.117,-6.702,0,0.241,140.061,4,0.783,Bouncin,Chief Keef,0
0.00469,0.821,280173,0.469,0,8,0.141,-7.152,1,0.0473,132.002,4,0.321,Hate Bein' Sober,Chief Keef,0
0.000869,0.754,295867,0.877,0,2,0.0576,-3.486,1,0.0586,132.033,4,0.557,I Don't Like,Chief Keef,0
0.0324,0.771,246573,0.416,0,0,0.111,-8.188,0,0.0894,131.952,4,0.218,Love Sosa,Chief Keef,0
0.15,0.516,210680,0.718,0.0163,5,0.167,-8.571,0,0.257,129.857,4,0.58,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,0
0.199,0.743,326933,0.359,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,0.588,Redbone,Childish Gambino,0
0.199,0.743,326933,0.359,0.00611,1,-10.401,0.137,1,0.0794,160.083,4,0.587,Redbone,Childish Gambino,1
0.117,0.854,225773,0.463,0,5,0.354,-6.159,1,0.137,120.024,4,0.549,This Is America,Childish Gambino,1
0.199,0.743,326933,0.359,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,0.587,Redbone,childish gambino,1
0.15,0.866,249800,0.749,0,2,0.0591,-3.977,1,0.253,92.077,4,0.891,Right Thurr,chingy,1
0.0825,0.786,234133,0.511,0,7,0.12,-6.66,1,0.286,80,4,0.587,Pullin' Me Back,chingy,1
0.0893,0.81,314352,0.791,0,7,0.0838,-5.909,1,0.181,153.067,4,0.948,Holidae In,chingy,1
0.0244,0.68,247493,0.954,0,9,0.112,-1.823,1,0.119,104.029,4,0.524,Andas En Mi Cabeza,Chino & Nacho,0
0.352,0.494,179009,0.78,0,2,0.396,-5.841,1,0.301,139.725,4,0.884,Coward,Chip,0
0.0159,0.591,185474,0.577,0,2,0.162,-6.107,1,0.0331,156.107,4,0.52,Man Enough Now,Chris Bandi,0
0.189,0.555,52006,0.759,0.459,7,0.248,-6.214,0,0.142,192.272,4,0.23,Aloha,Chris Bear,0
0.0371,0.672,278036,0.819,0.000184,11,0.203,-4.457,1,0.0463,120.013,4,0.452,Forever,Chris Brown,0
0.143,0.658,252053,0.696,0,3,0.131,-4.293,1,0.0707,85.998,4,0.655,With You,Chris Brown,0
0.0502,0.765,229307,0.974,0,5,0.143,-2.402,1,0.103,111.619,5,0.83,I Can Transform Ya,chris brown,1
0.0277,0.596,264400,0.492,1.45E-06,1,0.08,-5.903,1,0.089,99.107,4,0.546,Loyal,chris brown,1
0.0463,0.738,250667,0.673,0,10,0.0604,-3.377,0,0.205,140.068,4,0.565,Kiss Kiss,chris brown,1
0.0687,0.374,213080,0.826,0,0,0.317,-5.175,1,0.0482,89.785,4,0.342,Dreamer,chris brown,1
0.119,0.605,229040,0.633,0,1,0.225,-5.899,0,0.251,87.26,4,0.592,Yo (Excuse Me Miss),chris brown,1
0.0277,0.596,264400,0.492,1.45E-06,1,0.08,-5.903,1,0.089,99.107,4,0.546,Loyal,chris brown,1
0.00164,0.805,289760,0.494,0,1,0.0798,-6.027,1,0.0363,115.049,4,0.408,Say Goodbye,chris brown,1
0.0311,0.644,277013,0.739,0,1,0.0772,-5.103,1,0.137,74.154,4,0.231,Deuces,chris brown,1
0.0371,0.672,278036,0.819,0.000184,11,0.203,-4.457,1,0.0463,120.013,4,0.446,Forever,chris brown,1
0.0175,0.847,264334,0.514,3.02E-06,1,0.0837,-5.989,1,0.0418,98.998,4,0.587,Loyal,chris brown,1
0.000542,0.885,189853,0.612,0.000758,1,0.0751,-6.651,1,0.0475,104.974,4,0.496,Love More,chris brown,1
0.000393,0.712,241667,0.889,1.08E-06,11,0.0907,-3.206,0,0.0458,129.95,4,0.66,Yeah 3X,chris brown,1
0.0421,0.631,248107,0.702,0,2,0.1,-6.569,1,0.135,91.038,4,0.573,She Ain't You,chris brown,1
0.0246,0.85,229867,0.482,0,1,0.387,-6.684,0,0.102,100.957,4,0.217,Run It!,chris brown,1
0.0548,0.602,222307,0.691,0,7,0.144,-5.197,0,0.051,127.967,4,0.206,Don't Wake Me Up,chris brown,1
0.0439,0.764,223933,0.694,3.67E-06,11,0.18,-5.745,0,0.189,146.075,4,0.581,Look At Me Now,chris brown,1
0.0593,0.706,243625,0.637,0,1,0.0935,-4.28,1,0.0397,141.988,4,0.442,New Flame,chris brown,1
0.143,0.659,252160,0.696,0,3,0.13,-4.291,1,0.071,86.001,4,0.665,With You,chris brown,1
0.342,0.53,259040,0.445,4.28E-06,10,0.0423,-10.907,1,0.0318,77.092,4,0.495,The Lady In Red,Chris de Burgh,0
0.286,0.706,271080,0.689,0,6,0.123,-5.533,1,0.17,144.127,4,0.42,Ahora Dice,Chris Jeday,0
0.246,0.708,271080,0.693,0,6,-5.516,0.129,1,0.138,143.965,4,0.427,Ahora Dice,Chris Jeday,1
0.00433,0.775,248007,0.883,0.346,11,0.057,-5.83,0,0.0703,125.006,4,0.682,I Want You,Chris Lake,0
0.024,0.691,381732,0.951,0.0412,0,0.0316,-4.989,1,0.0879,126.989,4,0.617,La Tromba Risin' (feat. Tasita D'Mour),Chris Lake,0
0.003,0.754,281658,0.968,0.795,9,0.194,-4.419,1,0.168,124.971,4,0.55,Operator (Ring Ring) ft. Dances With White Girls,Chris Lake,0
0.000552,0.841,485293,0.673,0.419,9,0.228,-7.361,0,0.119,127.006,4,0.197,Changes - Dirty South Remix,Chris Lake Feat. Laura V,0
0.0993,0.51,211227,0.904,0,6,0.173,-4.291,1,0.0357,150.004,4,0.542,For Her,Chris Lane,0
0.865,0.641,248053,0.0628,4.08E-06,4,0.105,-14.155,1,0.0417,129.004,4,0.289,Either Way,Chris Stapleton,0
0.0363,0.468,219720,0.786,0,9,0.31,-2.757,1,0.0334,84.992,4,0.479,Home,Chris Tomlin,0
0.0677,0.587,180252,0.628,1.88E-06,1,0.122,-5.703,1,0.0431,92.003,4,0.65,Losing Sleep,Chris Young,0
0.0319,0.573,197307,0.85,0,10,0.081,-3.816,1,0.0361,127.992,4,0.347,I'm Comin' Over,chris young,1
0.56,0.441,220173,0.644,0,11,0.109,-5.774,1,0.0363,141.733,4,0.349,Tomorrow,chris young,1
0.918,0.331,507533,0.0861,0.902,5,0.106,-21.226,1,0.0354,107.436,4,0.152,I Have Dreamed,Christian McBride,0
0.903,0.257,376573,0.216,0.134,8,0.0979,-16.266,0,0.0365,65.125,3,0.19,Isadora,Christian Scott,0
0.173,0.618,217893,0.794,0.000226,1,0.144,-6.985,1,0.126,175.822,4,0.919,Genie In A Bottle (Album Version),Christina Aguilera,0
0.884,0.392,264960,0.3,0,2,0.105,-8.452,1,0.0329,71.31,4,0.147,The Christmas Song (Chestnuts Roasting On An Open Fire),christina aguilera,1
0.226,0.829,203333,0.915,1.25E-05,8,0.246,-3.205,1,0.106,118.903,4,0.779,Come On Over Baby (All I Want Is You),christina aguilera,1
0.0684,0.754,215800,0.819,0,0,0.345,-6.833,1,0.112,142.137,4,0.818,What A Girl Wants,christina aguilera,1
0.578,0.457,238560,0.573,3.05E-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992,Beautiful,christina aguilera,1
0.38,0.599,273707,0.47,0,1,0.111,-8.356,1,0.0376,127.177,4,0.298,I Turn To You,christina aguilera,1
0.0111,0.791,201000,0.725,0.000191,11,0.0882,-4.244,0,0.076,84.57,4,0.554,Dip It Low,christina milian,1
0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.168,A Thousand Years,Christina Perri,0
0.726,0.349,246587,0.348,0,3,0.12,-6.142,1,0.0316,74.541,4,0.0886,Jar Of Hearts,christina perri,1
0.309,0.421,285120,0.407,0.000961,10,0.11,-7.445,1,0.0267,139.028,3,0.161,A Thousand Years,christina perri,1
0.00275,0.476,195200,0.818,0.757,2,0.279,-7.933,1,0.0318,159.089,4,0.745,New York City,Christopher Owens,0
0.0626,0.697,181149,0.655,0.774,1,0.353,-9.781,0,0.15,86.969,4,0.436,Marijuana,Chrome Sparks,0
0.108,0.804,336160,0.708,0.0636,10,0.0528,-5.099,0,0.0394,141.996,4,0.966,Sexy Socialite,Chromeo,0
0.0516,0.718,224267,0.921,0.0473,5,0.315,-3.978,0,0.0375,121.922,4,0.898,When The Night Falls - feat. Solange Knowles,Chromeo,0
0.27,0.865,462467,0.896,0.0488,3,0.0676,-7.031,0,0.0623,111.457,4,0.939,Bustin' Loose,Chuck Brown and the Soul Searchers,0
0.000546,0.597,279240,0.444,0.051,2,0.335,-8.39,0,0.03,120.074,4,0.361,Get Away,CHVRCHES,0
0.017,0.57,237480,0.736,5.74E-05,9,0.178,-5.822,1,0.0844,99.86,4,0.267,Leave A Trace,CHVRCHES,0
0.0124,0.612,231765,0.858,0,7,0.0984,-5.437,0,0.0478,145.306,4,0.451,Make Them Gold,CHVRCHES,0
0.0488,0.633,224720,0.492,0.00047,2,0.0758,-7.672,1,0.0524,114.845,4,0.357,Now Is Not The Time,CHVRCHES,0
0.0347,0.635,224747,0.459,0.000184,2,0.077,-7.59,1,0.0491,114.865,4,0.345,Now Is Not the Time,CHVRCHES,0
0.00584,0.394,225680,0.669,0,7,0.334,-4.461,1,0.056,169.929,4,0.195,Recover,CHVRCHES,0
0.00444,0.413,225867,0.633,0,7,0.361,-5.188,1,0.0558,170.016,4,0.184,Recover,CHVRCHES,0
0.000298,0.8,256347,0.496,0,7,0.0697,-7.135,1,0.0506,128.29,4,0.357,Oh,ciara,1
0.0366,0.941,263373,0.631,1.80E-06,1,0.0311,-5.998,0,0.114,128.597,4,0.63,Get Up,ciara,1
0.0176,0.805,231773,0.896,0.00293,7,0.336,-2.53,0,0.0414,98.738,4,0.776,"1, 2 Step",ciara,1
0.0277,0.826,223000,0.647,1.52E-06,5,0.298,-6.306,0,0.0491,102.017,4,0.872,Goodies,ciara,1
0.0268,0.624,157452,0.923,0.000228,9,0.0509,-5.449,0,0.0335,124.994,4,0.39,Sweet Memories,CID,0
0.447,0.519,245853,0.684,0,6,0.0901,-3.746,1,0.0325,133.943,4,0.293,I Will,Citizen Way,0
0.278,0.732,175560,0.793,0,7,0.418,-7.053,1,0.24,95.918,4,0.821,What Would You Do?,city high,1
0.178,0.792,212293,0.661,9.70E-06,5,0.0888,-8.211,0,0.304,93.005,4,0.297,Caramel,city high,1
0.0289,0.93,204992,0.483,0.00244,3,0.103,-9.925,1,0.0411,120.022,4,0.577,No Eyes (Radio Edit),Claptone,0
0.423,0.786,267160,0.525,0.461,1,0.0876,-8.271,0,0.0388,128.014,4,0.43,Borderline,Classixx,0
0.00142,0.728,294011,0.77,0.229,10,0.603,-4.945,0,0.0426,108.991,4,0.668,Holding On - Jerome LOL Remix,Classixx,0
0.289,0.712,223333,0.625,0,7,0.127,-8.832,1,0.149,100.004,4,0.718,Dangerous,Clazziquai Project,0
0.281,0.718,214867,0.609,3.29E-05,0,0.234,-4.699,0,0.0429,122.948,4,0.47,Symphony,Clean Bandit,0
0.406,0.72,251088,0.763,0,9,-4.068,0.18,0,0.0523,101.965,4,0.742,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1
0.259,0.707,212459,0.629,1.60E-05,0,-4.581,0.138,0,0.0563,122.863,4,0.457,Symphony (feat. Zara Larsson),Clean Bandit,1
0.162,0.799,227833,0.586,2.03E-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549,Rather Be,clean bandit,1
0.406,0.72,251088,0.763,0,9,0.18,-4.068,0,0.0523,101.965,4,0.742,Rockabye,clean bandit,1
0.514,0.847,254307,0.884,0,11,0.303,-3.326,1,0.245,99.036,4,0.845,When The Last Time,clipse,1
0.719,0.836,204827,0.395,1.40E-05,3,0.0694,-12.015,1,0.0336,104.058,3,0.575,Grandad,Clive Dunn,0
0.000289,0.771,227143,0.949,0.602,8,0.595,-4.712,1,0.175,111.959,4,0.372,Hulk (Dillon Francis Remix),Clockwork,0
0.0086,0.246,237947,0.843,0.241,4,0.137,-10.022,1,0.0396,80.047,4,0.681,Didn't You,Cloud Nothings,0
0.000686,0.745,384907,0.857,0.2,0,0.022,-5.754,1,0.0393,115.945,4,0.946,Flying High (Part 1),Cloud One,0
0.00166,0.587,205307,0.841,0.53,11,0.117,-5.079,0,0.0476,142.95,4,0.696,Celebrando,CLUBZ,0
0.122,0.817,220987,0.528,0,1,0.284,-6.551,1,0.0656,100.997,4,0.161,Slow Down,Clyde Carson,0
0.0309,0.792,205520,0.819,0,5,0.389,-5.418,1,0.0867,89.98,4,0.45,Hey DJ,CNCO,0
0.4,0.761,222560,0.838,0,4,0.176,-3.073,0,0.0502,93.974,4,0.717,Reggaetón Lento (Bailemos),CNCO,0
0.4,0.761,222560,0.838,0,4,-3.073,0.176,0,0.0502,93.974,4,0.71,Reggaetón Lento (Bailemos),CNCO,1
0.503,0.41,256333,0.648,0,7,0.219,-4.469,1,0.0362,60.391,4,0.342,Don't You Cry For Me,Cobi,0
0.0191,0.668,215693,0.857,6.71E-06,7,0.0385,-2.944,0,0.0535,131.959,4,0.748,You Make Me Feel...,cobra starship,1
0.0116,0.594,196413,0.874,0,0,0.549,-3.716,1,0.0815,119.964,4,0.628,Good Girls Go Bad,cobra starship,1
0.415,0.436,248962,0.618,2.46E-06,3,0.177,-8.402,0,0.0432,83.982,4,0.352,Hold It All,Cody Carnes,0
0.157,0.211,252965,0.649,0,0,0.117,-7.28,1,0.0393,150.11,4,0.289,The Cross Has The Final Word,Cody Carnes,0
0.705,0.894,222307,0.161,0.0033,4,0.312,-14.311,1,0.088,104.968,4,0.818,장가갈 수 있을까 Can I Get Married?,Coffeeboy,0
0.137,0.648,215547,0.825,0,4,0.115,-6.395,1,0.0268,117.038,4,0.669,Fallin' For You,colbie caillat,1
0.0524,0.708,216242,0.833,0.0085,4,0.119,-4.398,1,0.0269,117.012,4,0.853,Falling For You,colbie caillat,1
0.00966,0.633,230253,0.797,1.35E-06,9,0.51,-5.812,1,0.0347,96.039,4,0.59,Brighter Than The Sun,colbie caillat,1
0.142,0.699,244107,0.607,0,1,0.105,-6.312,1,0.0347,123.95,4,0.156,Realize,colbie caillat,1
0.594,0.664,196280,0.491,0,9,0.11,-6.544,1,0.042,127.97,4,0.24,Bubbly,colbie caillat,1
0.0308,0.771,243013,0.631,0,1,0.168,-6.795,1,0.0395,119.965,4,0.283,What You Got,colby o'donis,1
0.0579,0.471,295573,0.721,0,7,0.094,-3.496,1,0.0277,92.882,4,0.3,Midnight,coldplay,1
0.00491,0.523,287907,0.898,0.0345,11,0.0746,-6.765,0,0.0567,123.085,4,0.355,Speed Of Sound,coldplay,1
0.255,0.49,258827,0.743,7.21E-06,0,0.3,-5.155,0,0.0409,89.974,4,0.363,Hymn For The Weekend,coldplay,1
0.00713,0.551,268467,0.636,0.00203,6,0.217,-7.125,1,0.0281,124.996,4,0.153,A Sky Full Of Stars,coldplay,1
0.0522,0.449,278719,0.585,8.49E-05,5,0.0833,-6.762,1,0.0268,139.627,4,0.203,Paradise,coldplay,1
0.0941,0.485,242373,0.619,3.31E-06,5,0.109,-7.115,0,0.0289,138.017,4,0.416,Viva La Vida,coldplay,1
0.599,0.577,307880,0.749,0.0112,5,0.183,-7.215,0,0.0279,130.969,4,0.261,Clocks,coldplay,1
0.00434,0.555,177067,0.896,0,0,0.145,-3.295,1,0.0388,114.995,4,0.558,Flatliner (feat. Dierks Bentley),Cole Swindell,0
0.511,0.576,196747,0.849,3.89E-05,9,0.109,-3.057,1,0.0386,137.982,4,0.666,Chillin' It,cole swindell,1
0.323,0.661,186492,0.544,0.0222,7,0.0871,-11.193,1,0.0304,139.012,4,0.307,Like Home,Colin & Caroline,0
0.000825,0.832,365747,0.496,0.825,11,0.114,-10.601,0,0.0597,117.741,4,0.854,Deeper Than Love,Colleen Green,0
0.0107,0.619,220840,0.733,0,8,0.176,-5.055,1,0.0405,100.071,4,0.507,Brand New Life,Colton Dixon,0
0.0914,0.568,277335,0.662,0.459,8,0.317,-10.651,0,0.257,173.937,4,0.452,Slow Peels,Com Truise,0
0.124,0.612,265133,0.628,0.85,1,0.231,-7.82,1,0.0447,172.176,4,0.373,VHS Sex,Com Truise,0
0.867,0.567,272728,0.587,0,9,0.13,-5.626,0,0.0417,83.046,4,0.572,Glory,common,1
1.35E-05,0.517,256920,0.991,1.44E-05,9,0.0501,-2.406,0,0.112,120.026,4,0.194,Down into the Abyss,Conjonctive,0
0.0758,0.747,229640,0.894,0.897,1,0.0918,-5.226,1,0.0961,90.493,4,0.57,Candyman,Cornershop,0
0.189,0.67,276688,0.679,0,7,0.168,-5.618,1,0.118,172.069,4,0.794,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,0
0.00281,0.608,219398,0.878,4.83E-06,0,0.415,-3.631,1,0.0765,128.069,4,0.326,Falling Back - Radio Edit,Cosmic Gate,0
0.211,0.581,272507,0.817,1.42E-06,0,0.246,-6.542,1,0.0382,141.607,4,0.772,Mr. Jones,Counting Crows,0
4.61E-06,0.479,230560,0.854,5.72E-05,11,0.372,-6.101,1,0.0405,136.067,4,0.55,Pedestrian at Best,Courtney Barnett,0
0.000341,0.821,397166,0.902,0.909,11,0.0898,-7.203,1,0.0542,112.98,4,0.269,Get Up,Craig Bratley,0
0.466,0.635,244160,0.54,0,7,0.0524,-8.122,1,0.0246,99.99,4,0.586,Don't Love You No More (I'm Sorry),Craig David,0
0.373,0.683,257200,0.748,0.00881,8,0.06,-6.981,1,0.0366,132.486,4,0.828,Fill Me In,craig david,1
0.0515,0.414,197213,0.826,0.000173,5,0.254,-3.566,1,0.0372,166.055,4,0.76,My Baby's Got A Smile On Her Face,craig wayne boyd,1
0.25,0.58,235173,0.575,1.83E-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.372,Mmm Mmm Mmm Mmm,Crash Test Dummies,0
0.0365,0.829,336906,0.637,0.0233,5,0.267,-9.481,0,0.0882,120.761,4,0.688,Changes,Crazy P,0
0.00132,0.736,216733,0.811,0.000142,9,0.107,-4.17,0,0.081,103.502,4,0.609,Butterfly,crazy town,1
0.503,0.683,250653,0.478,5.26E-05,2,0.113,-12.501,1,0.0356,115.121,4,0.771,Sunshine Of Your Love,Cream,0
0.436,0.684,250000,0.486,9.77E-05,2,0.12,-12.521,1,0.0385,115.076,4,0.821,Sunshine Of Your Love,Cream,0
0.0301,0.769,703107,0.514,0.016,9,0.0394,-14.157,1,0.052,119.674,4,0.719,Who Is He And What Is He To You,Creative Source,0
0.0038,0.42,274800,0.546,0.000787,0,0.118,-8.476,1,0.033,138.946,4,0.129,With Arms Wide Open,creed,1
0.0088,0.388,238240,0.697,0.00214,2,0.347,-5.827,1,0.0336,126.266,4,0.215,One Last Breath,creed,1
9.28E-05,0.315,294600,0.868,1.89E-06,2,0.113,-6.02,1,0.0479,146.304,4,0.289,My Sacrifice,creed,1
4.88E-05,0.454,316733,0.826,0.000185,2,0.225,-6.302,1,0.0352,155.84,4,0.451,Higher,creed,1
0.00497,0.376,825027,0.801,0.149,2,0.683,-10.662,0,0.0474,152.826,4,0.807,Southern Man - Live,"Crosby, Stills, Nash & Young",0
0.28,0.555,236667,0.663,0,0,0.107,-5.628,1,0.042,75.976,4,0.295,Forgiven,Crowder,0
0.000123,0.398,252005,0.955,0.458,7,0.299,-3.39,0,0.0698,100.03,4,0.134,The Call of Mighty,Crucify Me Gently,0
0.0602,0.658,156707,0.835,0.00781,4,0.14,-7.165,0,0.0501,124.654,4,0.568,Affection,Crystal Castles,0
0.019,0.637,188333,0.832,0.0563,6,0.316,-6.637,1,0.163,99.988,4,0.317,Char,Crystal Castles,0
0.018,0.646,188333,0.837,0.0403,6,0.316,-6.615,1,0.134,100.04,4,0.32,Char,Crystal Castles,0
0.188,0.556,294360,0.582,0.911,6,0.229,-10.65,0,0.0357,131.023,4,0.516,Deicide,Crystal Castles,0
0.11,0.438,192000,0.539,0,8,0.143,-9.578,1,0.166,166.649,5,0.0759,Kerosene,Crystal Castles,0
0.000183,0.596,178800,0.628,0.00767,5,0.187,-7.582,0,0.0503,139.965,4,0.52,Pale Flesh,Crystal Castles,0
0.0214,0.465,295880,0.633,0.79,11,0.105,-9.493,0,0.0578,130.074,4,0.0451,Plague,Crystal Castles,0
4.91E-05,0.442,207027,0.797,0.293,1,0.0749,-7.352,1,0.0349,135.018,4,0.274,Sad Eyes,Crystal Castles,0
0.0036,0.396,186627,0.601,0.531,0,0.116,-9.347,1,0.0515,129.996,4,0.351,Wrath Of God,Crystal Castles,0
0.00632,0.374,172960,0.937,0.0207,9,0.186,-3.882,1,0.082,149.812,4,0.337,Abducted,Cults,0
0.0559,0.521,182160,0.851,0,2,0.267,-3.235,1,0.0336,130.032,4,0.825,Never Saw The Point,Cults,0
0.0789,0.577,355881,0.941,0.207,10,0.342,-4.338,1,0.0422,99.995,4,0.381,Let Me Show You Love,Cut Copy,0
0.0244,0.605,369387,0.755,0.586,1,0.0937,-5.169,1,0.0358,122.3,4,0.367,Need You Now,Cut Copy,0
0.093,0.503,200093,0.671,3.37E-05,1,0.176,-5.717,1,0.0284,140.115,4,0.381,What I Really Meant To Say,cyndi thomson,1
0.0957,0.747,202349,0.722,0.000519,8,0.208,-7.33,1,0.0349,100.215,4,0.56,Glad I Met You,D. Gookin,0
0.108,0.539,328093,0.583,0,1,0.111,-4.935,0,0.0275,86.063,4,0.337,Listen To Your Heart,d.h.t.,1
0.236,0.886,225205,0.525,0,8,0.057,-7.39,1,0.132,145.99,4,0.708,Broccoli,d.r.a.m.,1
0.497,0.851,298773,0.849,2.05E-06,1,0.116,-3.383,0,0.0828,120.014,4,0.844,My Band,d12,1
0.0351,0.891,224253,0.439,0,7,0.0932,-7.994,0,0.428,77.499,4,0.622,Laffy Taffy,d4l,1
0.212,0.723,322050,0.687,5.83E-05,11,0.137,-7.019,0,0.0373,95.237,4,0.867,"Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV)",Dâm-Funk,0
0.0739,0.833,301240,0.663,0.00351,2,0.0814,-3.639,1,0.105,103.693,4,0.457,Hood Pass Intact,Dâm-Funk,0
